,endtime,artistname,trackname,msplayed,duration,starttime,year,month,week,dayofweek,day,hour,minute,quarter
5236,2021-10-03 15:34:00.000,Niska,Bâtiment,0,0 days 00:00:00,2021-10-03 15:34:00.000,2021,10,39,6,3,15,34,4
5237,2021-10-03 15:34:00.000,Vald,ASB,170,0 days 00:00:00.170000,2021-10-03 15:33:59.830,2021,10,39,6,3,15,34,4
5238,2021-10-03 15:34:00.000,Caballero & JeanJass,Dégueulasse,0,0 days 00:00:00,2021-10-03 15:34:00.000,2021,10,39,6,3,15,34,4
5239,2021-10-03 15:34:00.000,Niska,Du lundi au lundi,21,0 days 00:00:00.021000,2021-10-03 15:33:59.979,2021,10,39,6,3,15,34,4
5240,2021-10-03 15:34:00.000,Insomniak,Problem,917,0 days 00:00:00.917000,2021-10-03 15:33:59.083,2021,10,39,6,3,15,34,4
5241,2021-10-03 15:34:00.000,Cinematic Pop,Listen to Your Heart (feat. Cosette Smith),0,0 days 00:00:00,2021-10-03 15:34:00.000,2021,10,39,6,3,15,34,4
5242,2021-10-03 15:34:00.000,PRIME,HIWIGO,0,0 days 00:00:00,2021-10-03 15:34:00.000,2021,10,39,6,3,15,34,4
5243,2021-10-03 15:34:00.000,pachou man,La danse qui va avec,0,0 days 00:00:00,2021-10-03 15:34:00.000,2021,10,39,6,3,15,34,4
5244,2021-10-03 15:34:00.000,Krisy,Erotiquement votre,831,0 days 00:00:00.831000,2021-10-03 15:33:59.169,2021,10,39,6,3,15,34,4
5245,2021-10-03 15:34:00.000,Jeff Buckley,Hallelujah,0,0 days 00:00:00,2021-10-03 15:34:00.000,2021,10,39,6,3,15,34,4
5246,2021-10-03 15:34:00.000,Moha La Squale,Ma belle,0,0 days 00:00:00,2021-10-03 15:34:00.000,2021,10,39,6,3,15,34,4
5247,2021-10-03 15:34:00.000,Burna Boy,Sekkle Down (feat. J Hus),1301,0 days 00:00:01.301000,2021-10-03 15:33:58.699,2021,10,39,6,3,15,34,4
5248,2021-10-03 15:34:00.000,Burna Boy,Sekkle Down (feat. J Hus),0,0 days 00:00:00,2021-10-03 15:34:00.000,2021,10,39,6,3,15,34,4
5249,2021-10-03 15:34:00.000,Insomniak,Obscur,0,0 days 00:00:00,2021-10-03 15:34:00.000,2021,10,39,6,3,15,34,4
5250,2021-10-03 15:34:00.000,Burna Boy,Anybody,0,0 days 00:00:00,2021-10-03 15:34:00.000,2021,10,39,6,3,15,34,4
5251,2021-10-03 15:34:00.000,Naza,Bénef,0,0 days 00:00:00,2021-10-03 15:34:00.000,2021,10,39,6,3,15,34,4
5252,2021-10-03 15:34:00.000,Leto,Tes parents (feat. Ninho),469,0 days 00:00:00.469000,2021-10-03 15:33:59.531,2021,10,39,6,3,15,34,4
5253,2021-10-03 15:34:00.000,Burna Boy,Another Story (ft. M.anifest),0,0 days 00:00:00,2021-10-03 15:34:00.000,2021,10,39,6,3,15,34,4
5254,2021-10-03 15:34:00.000,A2h,Nudes,0,0 days 00:00:00,2021-10-03 15:34:00.000,2021,10,39,6,3,15,34,4
5255,2021-10-03 15:34:00.000,Hiro,A découvert,0,0 days 00:00:00,2021-10-03 15:34:00.000,2021,10,39,6,3,15,34,4
5256,2021-10-03 15:39:00.000,Hillsong Worship,King Of Kings,265080,0 days 00:04:25.080000,2021-10-03 15:34:34.920,2021,10,39,6,3,15,39,4
5257,2021-10-03 15:41:00.000,Tori Kelly,"Hallelujah - From ""Sing"" Original Motion Picture Soundtrack",704,0 days 00:00:00.704000,2021-10-03 15:40:59.296,2021,10,39,6,3,15,41,4
5258,2021-10-03 15:41:00.000,Hillsong Worship,Who You Say I Am,3818,0 days 00:00:03.818000,2021-10-03 15:40:56.182,2021,10,39,6,3,15,41,4
5259,2021-10-03 15:41:00.000,Caleb and Kelsey,From This Moment On / You’re Still the One,145555,0 days 00:02:25.555000,2021-10-03 15:38:34.445,2021,10,39,6,3,15,41,4
5260,2021-10-03 15:45:00.000,Hillsong Worship,Who You Say I Am,198704,0 days 00:03:18.704000,2021-10-03 15:41:41.296,2021,10,39,6,3,15,45,4
5261,2021-10-03 15:50:00.000,Tori Kelly,"Hallelujah - From ""Sing"" Original Motion Picture Soundtrack",207986,0 days 00:03:27.986000,2021-10-03 15:46:32.014,2021,10,39,6,3,15,50,4
5262,2021-10-03 15:54:00.000,Ninho,Binks to Binks 6,1066,0 days 00:00:01.066000,2021-10-03 15:53:58.934,2021,10,39,6,3,15,54,4
5263,2021-10-03 15:54:00.000,Kaysha,Dedanstrumental,0,0 days 00:00:00,2021-10-03 15:54:00.000,2021,10,39,6,3,15,54,4
5264,2021-10-03 15:54:00.000,SDM,Cala Boca,71668,0 days 00:01:11.668000,2021-10-03 15:52:48.332,2021,10,39,6,3,15,54,4
5265,2021-10-03 15:54:00.000,100 Blaze,Binks (feat. Koba LaD),874,0 days 00:00:00.874000,2021-10-03 15:53:59.126,2021,10,39,6,3,15,54,4
5266,2021-10-03 15:54:00.000,Burna Boy,Destiny,426,0 days 00:00:00.426000,2021-10-03 15:53:59.574,2021,10,39,6,3,15,54,4
5267,2021-10-03 15:56:00.000,Booba,GLAIVE,116178,0 days 00:01:56.178000,2021-10-03 15:54:03.822,2021,10,39,6,3,15,56,4
5268,2021-10-03 15:59:00.000,DJ Khaled,Holy Ground (feat. Buju Banton),197833,0 days 00:03:17.833000,2021-10-03 15:55:42.167,2021,10,39,6,3,15,59,4
5269,2021-10-03 16:03:00.000,DJ Khaled,Wish Wish (feat. Cardi B & 21 Savage),202625,0 days 00:03:22.625000,2021-10-03 15:59:37.375,2021,10,39,6,3,16,3,4
5270,2021-10-03 16:29:00.000,Ya Levis,Liballa,200775,0 days 00:03:20.775000,2021-10-03 16:25:39.225,2021,10,39,6,3,16,29,4
5271,2021-10-04 14:25:00.000,PLK,Problèmes,1770,0 days 00:00:01.770000,2021-10-04 14:24:58.230,2021,10,40,0,4,14,25,4
5272,2021-10-04 14:25:00.000,Nekfeu,Cheum,1301,0 days 00:00:01.301000,2021-10-04 14:24:58.699,2021,10,40,0,4,14,25,4
5273,2021-10-04 14:25:00.000,Ya Levis,Liballa,9621,0 days 00:00:09.621000,2021-10-04 14:24:50.379,2021,10,40,0,4,14,25,4
5274,2021-10-04 14:28:00.000,Maes,NWR,198654,0 days 00:03:18.654000,2021-10-04 14:24:41.346,2021,10,40,0,4,14,28,4
5275,2021-10-04 14:32:00.000,Nekfeu,Tricheur,248466,0 days 00:04:08.466000,2021-10-04 14:27:51.534,2021,10,40,0,4,14,32,4
5276,2021-10-04 14:36:00.000,Dosseh,Superhéro,746,0 days 00:00:00.746000,2021-10-04 14:35:59.254,2021,10,40,0,4,14,36,4
5277,2021-10-04 14:36:00.000,Dosseh,Ma keh à moi,5397,0 days 00:00:05.397000,2021-10-04 14:35:54.603,2021,10,40,0,4,14,36,4
5278,2021-10-04 14:36:00.000,Dsavior,Poverty Bye Bye,1109,0 days 00:00:01.109000,2021-10-04 14:35:58.891,2021,10,40,0,4,14,36,4
5279,2021-10-04 14:36:00.000,Maahlox Le Vibeur,Montre moi,960,0 days 00:00:00.960000,2021-10-04 14:35:59.040,2021,10,40,0,4,14,36,4
5280,2021-10-04 14:36:00.000,Niska,Du lundi au lundi,874,0 days 00:00:00.874000,2021-10-04 14:35:59.126,2021,10,40,0,4,14,36,4
5281,2021-10-04 14:36:00.000,Ed Sheeran,I Don't Care (with Justin Bieber),37211,0 days 00:00:37.211000,2021-10-04 14:35:22.789,2021,10,40,0,4,14,36,4
5282,2021-10-04 14:36:00.000,Dr. Yaro & La Folie,Ça va bien se passer (feat. Naza & KeBlack) - DJ Wiils Remix,1621,0 days 00:00:01.621000,2021-10-04 14:35:58.379,2021,10,40,0,4,14,36,4
5283,2021-10-04 14:36:00.000,Niska,Passa passa (#BooskaMechant),1471,0 days 00:00:01.471000,2021-10-04 14:35:58.529,2021,10,40,0,4,14,36,4
5284,2021-10-04 14:36:00.000,Dosseh,Canal,186360,0 days 00:03:06.360000,2021-10-04 14:32:53.640,2021,10,40,0,4,14,36,4
5285,2021-10-04 14:36:00.000,Lefa,Bitch (feat. Vald),1322,0 days 00:00:01.322000,2021-10-04 14:35:58.678,2021,10,40,0,4,14,36,4
5286,2021-10-04 14:36:00.000,KeBlack,Tchop,490,0 days 00:00:00.490000,2021-10-04 14:35:59.510,2021,10,40,0,4,14,36,4
5287,2021-10-04 14:37:00.000,Kalash,JTC,15082,0 days 00:00:15.082000,2021-10-04 14:36:44.918,2021,10,40,0,4,14,37,4
5288,2021-10-04 14:42:00.000,Maahlox Le Vibeur,La bière c'est combien ici,317323,0 days 00:05:17.323000,2021-10-04 14:36:42.677,2021,10,40,0,4,14,42,4
5289,2021-10-04 14:44:00.000,Ya Levis,Sale,113493,0 days 00:01:53.493000,2021-10-04 14:42:06.507,2021,10,40,0,4,14,44,4
5290,2021-10-04 14:49:00.000,Sojip,9 Fort,221781,0 days 00:03:41.781000,2021-10-04 14:45:18.219,2021,10,40,0,4,14,49,4
5291,2021-10-04 14:52:00.000,Maahlox Le Vibeur,On ne mets pas le coeur,219818,0 days 00:03:39.818000,2021-10-04 14:48:20.182,2021,10,40,0,4,14,52,4
5292,2021-10-04 14:57:00.000,Maahlox Le Vibeur,Ça sort comme ça sort,258623,0 days 00:04:18.623000,2021-10-04 14:52:41.377,2021,10,40,0,4,14,57,4
5293,2021-10-04 15:00:00.000,Maahlox Le Vibeur,Toujours dedans,215542,0 days 00:03:35.542000,2021-10-04 14:56:24.458,2021,10,40,0,4,15,0,4
5294,2021-10-04 15:01:00.000,Maahlox Le Vibeur,Fini avec,25920,0 days 00:00:25.920000,2021-10-04 15:00:34.080,2021,10,40,0,4,15,1,4
5295,2021-10-04 15:05:00.000,Maahlox Le Vibeur,Voici alors la bosse,290110,0 days 00:04:50.110000,2021-10-04 15:00:09.890,2021,10,40,0,4,15,5,4
5296,2021-10-04 15:12:00.000,Maahlox Le Vibeur,Un bon plantin,85335,0 days 00:01:25.335000,2021-10-04 15:10:34.665,2021,10,40,0,4,15,12,4
5297,2021-10-04 15:15:00.000,Maahlox Le Vibeur,Vis ta vie,225930,0 days 00:03:45.930000,2021-10-04 15:11:14.070,2021,10,40,0,4,15,15,4
5298,2021-10-04 15:16:00.000,Maahlox Le Vibeur,Tu es dedans,13131,0 days 00:00:13.131000,2021-10-04 15:15:46.869,2021,10,40,0,4,15,16,4
5299,2021-10-04 17:40:00.000,Maahlox Le Vibeur,Tu es dedans,219105,0 days 00:03:39.105000,2021-10-04 17:36:20.895,2021,10,40,0,4,17,40,4
5300,2021-10-04 17:43:00.000,Maahlox Le Vibeur,Ça ne rit pas,227184,0 days 00:03:47.184000,2021-10-04 17:39:12.816,2021,10,40,0,4,17,43,4
5301,2021-10-04 17:47:00.000,Maahlox Le Vibeur,Le fou,217756,0 days 00:03:37.756000,2021-10-04 17:43:22.244,2021,10,40,0,4,17,47,4
5302,2021-10-04 17:50:00.000,Maahlox Le Vibeur,M.0.U.F,196812,0 days 00:03:16.812000,2021-10-04 17:46:43.188,2021,10,40,0,4,17,50,4
5303,2021-10-04 17:56:00.000,Maahlox Le Vibeur,La bière c'est combien ici,317323,0 days 00:05:17.323000,2021-10-04 17:50:42.677,2021,10,40,0,4,17,56,4
5304,2021-10-04 17:59:00.000,Maahlox Le Vibeur,Assault,228345,0 days 00:03:48.345000,2021-10-04 17:55:11.655,2021,10,40,0,4,17,59,4
5305,2021-10-04 18:00:00.000,Maahlox Le Vibeur,Bougez la bas,23509,0 days 00:00:23.509000,2021-10-04 17:59:36.491,2021,10,40,0,4,18,0,4
5306,2021-10-04 18:04:00.000,Maahlox Le Vibeur,Ça ne rit pas - Remix,228019,0 days 00:03:48.019000,2021-10-04 18:00:11.981,2021,10,40,0,4,18,4,4
5307,2021-10-04 18:07:00.000,Maahlox Le Vibeur,Fini avec,229645,0 days 00:03:49.645000,2021-10-04 18:03:10.355,2021,10,40,0,4,18,7,4
5308,2021-10-04 18:11:00.000,Maahlox Le Vibeur,Prends seulement ta part,221286,0 days 00:03:41.286000,2021-10-04 18:07:18.714,2021,10,40,0,4,18,11,4
5309,2021-10-04 18:12:00.000,Booba,Daniel Sam,746,0 days 00:00:00.746000,2021-10-04 18:11:59.254,2021,10,40,0,4,18,12,4
5310,2021-10-04 18:12:00.000,Booba,Daniel Sam,874,0 days 00:00:00.874000,2021-10-04 18:11:59.126,2021,10,40,0,4,18,12,4
5311,2021-10-04 18:12:00.000,Imagine Dragons,Thunder,0,0 days 00:00:00,2021-10-04 18:12:00.000,2021,10,40,0,4,18,12,4
5312,2021-10-04 18:12:00.000,Maahlox Le Vibeur,M.0.U.F,490,0 days 00:00:00.490000,2021-10-04 18:11:59.510,2021,10,40,0,4,18,12,4
5313,2021-10-04 18:12:00.000,Kaysha,Shape of You - Kizomba Remix,469,0 days 00:00:00.469000,2021-10-04 18:11:59.531,2021,10,40,0,4,18,12,4
5314,2021-10-04 18:12:00.000,La Synesia,Ça va aller,0,0 days 00:00:00,2021-10-04 18:12:00.000,2021,10,40,0,4,18,12,4
5315,2021-10-04 18:12:00.000,Kaaris,Comme un refrain,0,0 days 00:00:00,2021-10-04 18:12:00.000,2021,10,40,0,4,18,12,4
5316,2021-10-04 18:12:00.000,Camila Cabello,Havana (feat. Young Thug),0,0 days 00:00:00,2021-10-04 18:12:00.000,2021,10,40,0,4,18,12,4
5317,2021-10-04 18:12:00.000,Dadju,Jenny,0,0 days 00:00:00,2021-10-04 18:12:00.000,2021,10,40,0,4,18,12,4
5318,2021-10-04 18:12:00.000,Dadju,Déjà donné,0,0 days 00:00:00,2021-10-04 18:12:00.000,2021,10,40,0,4,18,12,4
5319,2021-10-04 18:12:00.000,Still Fresh,BÂTIMENT (feat. Leto & Yaro),5418,0 days 00:00:05.418000,2021-10-04 18:11:54.582,2021,10,40,0,4,18,12,4
5320,2021-10-04 18:12:00.000,Sofiane,Madame Courage,0,0 days 00:00:00,2021-10-04 18:12:00.000,2021,10,40,0,4,18,12,4
5321,2021-10-04 18:12:00.000,Y'akoto,Moving,1151,0 days 00:00:01.151000,2021-10-04 18:11:58.849,2021,10,40,0,4,18,12,4
5322,2021-10-04 18:12:00.000,Maahlox Le Vibeur,Voici alors la bosse,49956,0 days 00:00:49.956000,2021-10-04 18:11:10.044,2021,10,40,0,4,18,12,4
5323,2021-10-04 18:12:00.000,Lous and The Yakuza,Dilemme,42,0 days 00:00:00.042000,2021-10-04 18:11:59.958,2021,10,40,0,4,18,12,4
5324,2021-10-04 18:12:00.000,Lous and The Yakuza,Dilemme,405,0 days 00:00:00.405000,2021-10-04 18:11:59.595,2021,10,40,0,4,18,12,4
5325,2021-10-04 18:12:00.000,Enrique Iglesias,SUBEME LA RADIO (feat. Descemer Bueno & Zion & Lennox),0,0 days 00:00:00,2021-10-04 18:12:00.000,2021,10,40,0,4,18,12,4
5326,2021-10-04 18:12:00.000,La Fouine,Aventador,0,0 days 00:00:00,2021-10-04 18:12:00.000,2021,10,40,0,4,18,12,4
5327,2021-10-04 18:12:00.000,Dadju,Par amour,277,0 days 00:00:00.277000,2021-10-04 18:11:59.723,2021,10,40,0,4,18,12,4
5328,2021-10-04 18:12:00.000,Wizboyy,Lovinjitis,0,0 days 00:00:00,2021-10-04 18:12:00.000,2021,10,40,0,4,18,12,4
5329,2021-10-04 18:12:00.000,13 Block,Zidane,191,0 days 00:00:00.191000,2021-10-04 18:11:59.809,2021,10,40,0,4,18,12,4
5330,2021-10-04 18:12:00.000,Niska,Médicament,1173,0 days 00:00:01.173000,2021-10-04 18:11:58.827,2021,10,40,0,4,18,12,4
5331,2021-10-04 18:12:00.000,Niska,Médicament,746,0 days 00:00:00.746000,2021-10-04 18:11:59.254,2021,10,40,0,4,18,12,4
5332,2021-10-04 18:12:00.000,Insomniak,Obscur,0,0 days 00:00:00,2021-10-04 18:12:00.000,2021,10,40,0,4,18,12,4
5333,2021-10-04 18:12:00.000,Dadju,Oublie-le,746,0 days 00:00:00.746000,2021-10-04 18:11:59.254,2021,10,40,0,4,18,12,4
5334,2021-10-04 18:12:00.000,Fally Ipupa,Juste une danse,576,0 days 00:00:00.576000,2021-10-04 18:11:59.424,2021,10,40,0,4,18,12,4
5335,2021-10-04 18:12:00.000,Fally Ipupa,Juste une danse,1301,0 days 00:00:01.301000,2021-10-04 18:11:58.699,2021,10,40,0,4,18,12,4
5336,2021-10-04 18:12:00.000,Kekra,10 balles,2410,0 days 00:00:02.410000,2021-10-04 18:11:57.590,2021,10,40,0,4,18,12,4
5337,2021-10-04 18:12:00.000,Kekra,10 balles,640,0 days 00:00:00.640000,2021-10-04 18:11:59.360,2021,10,40,0,4,18,12,4
5338,2021-10-04 18:12:00.000,Kaaris,Briganté,511,0 days 00:00:00.511000,2021-10-04 18:11:59.489,2021,10,40,0,4,18,12,4
5339,2021-10-04 18:16:00.000,Niska,Médicament,198857,0 days 00:03:18.857000,2021-10-04 18:12:41.143,2021,10,40,0,4,18,16,4
5340,2021-10-04 18:20:00.000,Kekra,10 balles,226826,0 days 00:03:46.826000,2021-10-04 18:16:13.174,2021,10,40,0,4,18,20,4
5341,2021-10-04 18:21:00.000,Booba,Daniel Sam,103172,0 days 00:01:43.172000,2021-10-04 18:19:16.828,2021,10,40,0,4,18,21,4
5342,2021-10-06 04:30:00.000,Kanye West,Jail,297000,0 days 00:04:57,2021-10-06 04:25:03.000,2021,10,40,2,6,4,30,4
5343,2021-10-06 04:35:00.000,Kanye West,God Breathed,333461,0 days 00:05:33.461000,2021-10-06 04:29:26.539,2021,10,40,2,6,4,35,4
5344,2021-10-06 04:36:00.000,Kanye West,Off The Grid,60909,0 days 00:01:00.909000,2021-10-06 04:34:59.091,2021,10,40,2,6,4,36,4
5345,2021-10-06 04:40:00.000,Kanye West,Hurricane,243187,0 days 00:04:03.187000,2021-10-06 04:35:56.813,2021,10,40,2,6,4,40,4
5346,2021-10-06 04:44:00.000,Kanye West,Praise God,226652,0 days 00:03:46.652000,2021-10-06 04:40:13.348,2021,10,40,2,6,4,44,4
5347,2021-10-06 04:47:00.000,Kanye West,Jonah,195170,0 days 00:03:15.170000,2021-10-06 04:43:44.830,2021,10,40,2,6,4,47,4
5348,2021-10-06 04:51:00.000,Kanye West,Ok Ok,204629,0 days 00:03:24.629000,2021-10-06 04:47:35.371,2021,10,40,2,6,4,51,4
5349,2021-10-06 04:53:00.000,Kanye West,Junya,147668,0 days 00:02:27.668000,2021-10-06 04:50:32.332,2021,10,40,2,6,4,53,4
5350,2021-10-06 04:57:00.000,Kanye West,Believe What I Say,242400,0 days 00:04:02.400000,2021-10-06 04:52:57.600,2021,10,40,2,6,4,57,4
5351,2021-10-06 05:02:00.000,Kanye West,24,197898,0 days 00:03:17.898000,2021-10-06 04:58:42.102,2021,10,40,2,6,5,2,4
5352,2021-10-06 05:05:00.000,Kanye West,Remote Control,198613,0 days 00:03:18.613000,2021-10-06 05:01:41.387,2021,10,40,2,6,5,5,4
5353,2021-10-06 05:07:00.000,Kanye West,Moon,156091,0 days 00:02:36.091000,2021-10-06 05:04:23.909,2021,10,40,2,6,5,7,4
5354,2021-10-06 05:09:00.000,Kanye West,Heaven and Hell,118652,0 days 00:01:58.652000,2021-10-06 05:07:01.348,2021,10,40,2,6,5,9,4
5355,2021-10-06 18:22:00.000,CKay,love nwantiti (feat. ElGrande Toto) - North African Remix,36544,0 days 00:00:36.544000,2021-10-06 18:21:23.456,2021,10,40,2,6,18,22,4
5356,2021-10-08 10:34:00.000,Jolem Sanchez,Comme à la maison,3498,0 days 00:00:03.498000,2021-10-08 10:33:56.502,2021,10,40,4,8,10,34,4
5357,2021-10-08 10:38:00.000,Jolem Sanchez,Comme à la maison,225000,0 days 00:03:45,2021-10-08 10:34:15.000,2021,10,40,4,8,10,38,4
5358,2021-10-08 10:40:00.000,Tai,Occupation Hood,117881,0 days 00:01:57.881000,2021-10-08 10:38:02.119,2021,10,40,4,8,10,40,4
5359,2021-10-08 10:44:00.000,Jolem Sanchez,Comme à la maison,225000,0 days 00:03:45,2021-10-08 10:40:15.000,2021,10,40,4,8,10,44,4
5360,2021-10-08 10:47:00.000,Naps,La kiffance,17704,0 days 00:00:17.704000,2021-10-08 10:46:42.296,2021,10,40,4,8,10,47,4
5361,2021-10-08 10:47:00.000,Naza,Joli bébé,178333,0 days 00:02:58.333000,2021-10-08 10:44:01.667,2021,10,40,4,8,10,47,4
5362,2021-10-09 07:13:00.000,Bénédiction,Quelqu'un laisse quelqu'un prend,266347,0 days 00:04:26.347000,2021-10-09 07:08:33.653,2021,10,40,5,9,7,13,4
5363,2021-10-09 07:14:00.000,Bénédiction,Tu es mon un côté,61344,0 days 00:01:01.344000,2021-10-09 07:12:58.656,2021,10,40,5,9,7,14,4
5364,2021-10-09 07:18:00.000,Maahlox Le Vibeur,On ne mets pas le coeur,206232,0 days 00:03:26.232000,2021-10-09 07:14:33.768,2021,10,40,5,9,7,18,4
5365,2021-10-09 07:22:00.000,Maahlox Le Vibeur,Ça sort comme ça sort,258623,0 days 00:04:18.623000,2021-10-09 07:17:41.377,2021,10,40,5,9,7,22,4
5366,2021-10-09 07:24:00.000,Kanye West,Jail,2965,0 days 00:00:02.965000,2021-10-09 07:23:57.035,2021,10,40,5,9,7,24,4
5367,2021-10-09 07:24:00.000,Maahlox Le Vibeur,Fini avec,81834,0 days 00:01:21.834000,2021-10-09 07:22:38.166,2021,10,40,5,9,7,24,4
5368,2021-10-09 07:24:00.000,Kanye West,Tell The Vision,1856,0 days 00:00:01.856000,2021-10-09 07:23:58.144,2021,10,40,5,9,7,24,4
5369,2021-10-09 07:29:00.000,Kanye West,Jail,297000,0 days 00:04:57,2021-10-09 07:24:03.000,2021,10,40,5,9,7,29,4
5370,2021-10-09 07:34:00.000,Kanye West,God Breathed,333461,0 days 00:05:33.461000,2021-10-09 07:28:26.539,2021,10,40,5,9,7,34,4
5371,2021-10-09 07:40:00.000,Kanye West,Off The Grid,339249,0 days 00:05:39.249000,2021-10-09 07:34:20.751,2021,10,40,5,9,7,40,4
5372,2021-10-09 07:45:00.000,Kanye West,Hurricane,243187,0 days 00:04:03.187000,2021-10-09 07:40:56.813,2021,10,40,5,9,7,45,4
5373,2021-10-09 07:45:00.000,Kanye West,Hurricane,640,0 days 00:00:00.640000,2021-10-09 07:44:59.360,2021,10,40,5,9,7,45,4
5374,2021-10-09 07:45:00.000,Kanye West,Praise God,512,0 days 00:00:00.512000,2021-10-09 07:44:59.488,2021,10,40,5,9,7,45,4
5375,2021-10-09 07:45:00.000,Kanye West,Praise God,21170,0 days 00:00:21.170000,2021-10-09 07:44:38.830,2021,10,40,5,9,7,45,4
5376,2021-10-09 07:48:00.000,Kanye West,Jonah,195170,0 days 00:03:15.170000,2021-10-09 07:44:44.830,2021,10,40,5,9,7,48,4
5377,2021-10-09 07:52:00.000,Kanye West,Ok Ok,204629,0 days 00:03:24.629000,2021-10-09 07:48:35.371,2021,10,40,5,9,7,52,4
5378,2021-10-09 07:54:00.000,Kanye West,Junya,147668,0 days 00:02:27.668000,2021-10-09 07:51:32.332,2021,10,40,5,9,7,54,4
5379,2021-10-09 09:19:00.000,Kanye West,Believe What I Say,64605,0 days 00:01:04.605000,2021-10-09 09:17:55.395,2021,10,40,5,9,9,19,4
5380,2021-10-09 21:01:00.000,Claude François,Cette année-là,5248,0 days 00:00:05.248000,2021-10-09 21:00:54.752,2021,10,40,5,9,21,1,4
5381,2021-10-10 13:08:00.000,Hillsong Worship,What A Beautiful Name,0,0 days 00:00:00,2021-10-10 13:08:00.000,2021,10,40,6,10,13,8,4
5382,2021-10-10 14:50:00.000,Hillsong Worship,What A Beautiful Name,153045,0 days 00:02:33.045000,2021-10-10 14:47:26.955,2021,10,40,6,10,14,50,4
5383,2021-10-15 15:31:00.000,Stromae,Santé,190011,0 days 00:03:10.011000,2021-10-15 15:27:49.989,2021,10,41,4,15,15,31,4
5384,2021-10-15 15:34:00.000,Rilès,THANK GOD,210236,0 days 00:03:30.236000,2021-10-15 15:30:29.764,2021,10,41,4,15,15,34,4
5385,2021-10-15 15:38:00.000,Stromae,Tous les mêmes,210933,0 days 00:03:30.933000,2021-10-15 15:34:29.067,2021,10,41,4,15,15,38,4
5386,2021-10-15 15:42:00.000,Gaël Faye,Balade brésilienne,245413,0 days 00:04:05.413000,2021-10-15 15:37:54.587,2021,10,41,4,15,15,42,4
5387,2021-10-15 16:04:00.000,Guy Watson,Affamix Musix,2602,0 days 00:00:02.602000,2021-10-15 16:03:57.398,2021,10,41,4,15,16,4,4
5388,2021-10-15 19:40:00.000,R. Kelly,I Believe I Can Fly,105024,0 days 00:01:45.024000,2021-10-15 19:38:14.976,2021,10,41,4,15,19,40,4
5389,2021-10-17 07:02:00.000,Hillsong Worship,What A Beautiful Name,240200,0 days 00:04:00.200000,2021-10-17 06:57:59.800,2021,10,41,6,17,7,2,4
5390,2021-10-17 07:04:00.000,Hillsong Worship,Broken Vessels (Amazing Grace),74692,0 days 00:01:14.692000,2021-10-17 07:02:45.308,2021,10,41,6,17,7,4,4
5391,2021-10-17 07:11:00.000,The McClures,Way Maker (Live at Bethel),466413,0 days 00:07:46.413000,2021-10-17 07:03:13.587,2021,10,41,6,17,7,11,4
5392,2021-10-17 07:24:00.000,Kanye West,Jesus Lord,538536,0 days 00:08:58.536000,2021-10-17 07:15:01.464,2021,10,41,6,17,7,24,4
5393,2021-10-17 07:30:00.000,Kanye West,Off The Grid,339249,0 days 00:05:39.249000,2021-10-17 07:24:20.751,2021,10,41,6,17,7,30,4
5394,2021-10-17 07:35:00.000,Kanye West,Jail,297000,0 days 00:04:57,2021-10-17 07:30:03.000,2021,10,41,6,17,7,35,4
5395,2021-10-17 07:39:00.000,Kanye West,Hurricane,243187,0 days 00:04:03.187000,2021-10-17 07:34:56.813,2021,10,41,6,17,7,39,4
5396,2021-10-17 07:44:00.000,Kanye West,Praise God,226652,0 days 00:03:46.652000,2021-10-17 07:40:13.348,2021,10,41,6,17,7,44,4
5397,2021-10-17 07:49:00.000,Kanye West,24,2261,0 days 00:00:02.261000,2021-10-17 07:48:57.739,2021,10,41,6,17,7,49,4
5398,2021-10-17 07:49:00.000,Kanye West,Jesus Lord pt 2,273373,0 days 00:04:33.373000,2021-10-17 07:44:26.627,2021,10,41,6,17,7,49,4
5399,2021-10-23 07:30:00.000,Jolem Sanchez,Comme à la maison,225000,0 days 00:03:45,2021-10-23 07:26:15.000,2021,10,42,5,23,7,30,4
5400,2021-10-23 07:33:00.000,DJ Babs,Tout est bon,184843,0 days 00:03:04.843000,2021-10-23 07:29:55.157,2021,10,42,5,23,7,33,4
5401,2021-10-23 07:36:00.000,QLM Jolem Sanchez,La Maca Rena,170097,0 days 00:02:50.097000,2021-10-23 07:33:09.903,2021,10,42,5,23,7,36,4
5402,2021-10-23 07:39:00.000,Sorrow,Premié cou pa cou,195188,0 days 00:03:15.188000,2021-10-23 07:35:44.812,2021,10,42,5,23,7,39,4
5403,2021-10-23 07:42:00.000,pachou man,La danse qui va avec,174252,0 days 00:02:54.252000,2021-10-23 07:39:05.748,2021,10,42,5,23,7,42,4
5404,2021-10-23 07:44:00.000,Naza,Joli bébé,118952,0 days 00:01:58.952000,2021-10-23 07:42:01.048,2021,10,42,5,23,7,44,4
5405,2021-10-23 07:45:00.000,Jean-Claude Gianadda,"Chercher Avec Toi, Marie",40682,0 days 00:00:40.682000,2021-10-23 07:44:19.318,2021,10,42,5,23,7,45,4
5406,2021-10-23 07:45:00.000,Si Maman M'avait Dit,Si Maman M'avait Dit - Jessica ( Deuxième partie ),32682,0 days 00:00:32.682000,2021-10-23 07:44:27.318,2021,10,42,5,23,7,45,4
